Poll_ID,Date,Date_Start,Date_End,n,Parliament_ID,Institute_ID,Tasker_ID,Party_ID,Pct,Institute_Name,Parliament_Name,Tasker_Name,Party_Name
1397,2019-08-31,2019-08-26,2019-08-30,2501,0,2,63,7,12,Forsa,Bundestag,RTL / n-tv,AfD
1397,2019-08-31,2019-08-26,2019-08-30,2501,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1397,2019-08-31,2019-08-26,2019-08-30,2501,0,2,63,0,7,Forsa,Bundestag,RTL / n-tv,Sonstige
1397,2019-08-31,2019-08-26,2019-08-30,2501,0,2,63,5,7,Forsa,Bundestag,RTL / n-tv,Linke
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,101,32,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,CDU
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,7,24.5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,AfD
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,5,14,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Linke
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,4,11,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Grüne
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,2,8.5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,SPD
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,0,5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Sonstige
1396,2019-08-29,2019-08-26,2019-08-29,1657,13,6,5,3,5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,FDP
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,2,22,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,SPD
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,7,21,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,AfD
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,101,16.5,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,CDU
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,4,14.5,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Grüne
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,5,14,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Linke
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,3,5,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,FDP
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,14,4,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,BVB/FW
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,0,3,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Sonstige
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,101,29,Civey,Sachsen,Spiegel Online,CDU
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,7,24.9,Civey,Sachsen,Spiegel Online,AfD
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,5,15,Civey,Sachsen,Spiegel Online,Linke
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,4,10.9,Civey,Sachsen,Spiegel Online,Grüne
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,2,8.9,Civey,Sachsen,Spiegel Online,SPD
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,3,5.7,Civey,Sachsen,Spiegel Online,FDP
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,0,5.6,Civey,Sachsen,Spiegel Online,Sonstige
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,2,20.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,SPD
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,7,20.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,AfD
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,101,17.9,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,CDU
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,5,15.5,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Linke
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,4,14.8,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Grüne
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,0,6.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Sonstige
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,3,4.9,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,FDP
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,2,21,INSA,Brandenburg,BILD,SPD
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,7,21,INSA,Brandenburg,BILD,AfD
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,101,17,INSA,Brandenburg,BILD,CDU
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,5,15,INSA,Brandenburg,BILD,Linke
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,4,14,INSA,Brandenburg,BILD,Grüne
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,3,5,INSA,Brandenburg,BILD,FDP
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,14,5,INSA,Brandenburg,BILD,BVB/FW
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,0,2,INSA,Brandenburg,BILD,Sonstige
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,101,29,INSA,Sachsen,BILD,CDU
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,7,25,INSA,Sachsen,BILD,AfD
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,5,15,INSA,Sachsen,BILD,Linke
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,4,11,INSA,Sachsen,BILD,Grüne
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,2,8,INSA,Sachsen,BILD,SPD
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,3,5,INSA,Sachsen,BILD,FDP
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,8,4,INSA,Sachsen,BILD,Freie Wähler
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,0,3,INSA,Sachsen,BILD,Sonstige
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,1,26,INSA,Bundestag,BILD,CDU/CSU
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,4,24,INSA,Bundestag,BILD,Grüne
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,7,15,INSA,Bundestag,BILD,AfD
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,2,13,INSA,Bundestag,BILD,SPD
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,3,8,INSA,Bundestag,BILD,FDP
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,5,8,INSA,Bundestag,BILD,Linke
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,0,6,INSA,Bundestag,BILD,Sonstige
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,1,27,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,4,23,Emnid,Bundestag,BILD am Sonntag,Grüne
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,5,8,Emnid,Bundestag,BILD am Sonntag,Linke
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,1,26,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,4,23,Forsa,Bundestag,RTL / n-tv,Grüne
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,0,7,Forsa,Bundestag,RTL / n-tv,Sonstige
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,101,31,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,CDU
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,7,25,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,AfD
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,5,14,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Linke
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,4,10,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Grüne
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,2,9,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,SPD
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,3,5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,FDP
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,0,3,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Sonstige
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,8,3,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Freie Wähler
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,2,21,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,SPD
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,7,20,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,AfD
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,101,18,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,CDU
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,4,14,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Grüne
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,5,14,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Linke
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,3,5,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,FDP
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,0,4,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Sonstige
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,14,4,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,BVB/FW
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,1,26,Infratest dimap,Bundestag,ARD-Morgenmagazin,CDU/CSU
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,4,25,Infratest dimap,Bundestag,ARD-Morgenmagazin,Grüne
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,2,14,Infratest dimap,Bundestag,ARD-Morgenmagazin,SPD
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,7,14,Infratest dimap,Bundestag,ARD-Morgenmagazin,AfD
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,0,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,Sonstige
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,3,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,FDP
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,5,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,Linke
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,2,22,Infratest dimap,Brandenburg,ARD,SPD
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,7,22,Infratest dimap,Brandenburg,ARD,AfD
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,101,18,Infratest dimap,Brandenburg,ARD,CDU
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,5,15,Infratest dimap,Brandenburg,ARD,Linke
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,4,12,Infratest dimap,Brandenburg,ARD,Grüne
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,3,5,Infratest dimap,Brandenburg,ARD,FDP
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,14,4,Infratest dimap,Brandenburg,ARD,BVB/FW
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,0,2,Infratest dimap,Brandenburg,ARD,Sonstige
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,101,30,Infratest dimap,Sachsen,ARD,CDU
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,7,24,Infratest dimap,Sachsen,ARD,AfD
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,5,16,Infratest dimap,Sachsen,ARD,Linke
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,4,11,Infratest dimap,Sachsen,ARD,Grüne
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,2,7,Infratest dimap,Sachsen,ARD,SPD
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,3,5,Infratest dimap,Sachsen,ARD,FDP
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,8,4,Infratest dimap,Sachsen,ARD,Freie Wähler
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,0,3,Infratest dimap,Sachsen,ARD,Sonstige
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,5,26,INSA,Thüringen,Mediengruppe Thüringen,Linke
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,101,24,INSA,Thüringen,Mediengruppe Thüringen,CDU
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,7,21,INSA,Thüringen,Mediengruppe Thüringen,AfD
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,4,11,INSA,Thüringen,Mediengruppe Thüringen,Grüne
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,2,9,INSA,Thüringen,Mediengruppe Thüringen,SPD
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,3,4,INSA,Thüringen,Mediengruppe Thüringen,FDP
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,0,3,INSA,Thüringen,Mediengruppe Thüringen,Sonstige
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,8,2,INSA,Thüringen,Mediengruppe Thüringen,Freie Wähler
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,1,29.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,CDU/CSU
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,4,24,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Grüne
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,2,13.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,SPD
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,7,12.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,AfD
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,5,8,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Linke
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,3,7,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,FDP
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,0,5.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Sonstige
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,101,28,Civey,Sachsen,Spiegel Online,CDU
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,7,25.2,Civey,Sachsen,Spiegel Online,AfD
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,5,15,Civey,Sachsen,Spiegel Online,Linke
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,4,11.4,Civey,Sachsen,Spiegel Online,Grüne
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,2,8.5,Civey,Sachsen,Spiegel Online,SPD
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,0,6.4,Civey,Sachsen,Spiegel Online,Sonstige
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,3,5.5,Civey,Sachsen,Spiegel Online,FDP
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,101,28,IM Field,Sachsen,Leipziger Volkszeitung,CDU
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,7,26,IM Field,Sachsen,Leipziger Volkszeitung,AfD
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,5,16,IM Field,Sachsen,Leipziger Volkszeitung,Linke
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,4,13,IM Field,Sachsen,Leipziger Volkszeitung,Grüne
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,2,8,IM Field,Sachsen,Leipziger Volkszeitung,SPD
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,3,5,IM Field,Sachsen,Leipziger Volkszeitung,FDP
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,8,3,IM Field,Sachsen,Leipziger Volkszeitung,Freie Wähler
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,0,1,IM Field,Sachsen,Leipziger Volkszeitung,Sonstige
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,1,26.5,INSA,Bundestag,BILD,CDU/CSU
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,4,24.5,INSA,Bundestag,BILD,Grüne
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,7,14.5,INSA,Bundestag,BILD,AfD
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,2,13,INSA,Bundestag,BILD,SPD
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,3,9,INSA,Bundestag,BILD,FDP
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,5,8,INSA,Bundestag,BILD,Linke
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,0,4.5,INSA,Bundestag,BILD,Sonstige
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,1,27,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,4,22,Emnid,Bundestag,BILD am Sonntag,Grüne
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,2,14,Emnid,Bundestag,BILD am Sonntag,SPD
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,101,29,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,CDU
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,4,24,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Grüne
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,2,18,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,SPD
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,3,11,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,FDP
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,7,7,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,AfD
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,0,6,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Sonstige
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,5,5,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Linke
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,1,25,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,4,24,Forsa,Bundestag,RTL / n-tv,Grüne
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,2,13,Forsa,Bundestag,RTL / n-tv,SPD
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,0,8,Forsa,Bundestag,RTL / n-tv,Sonstige
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,7,21,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,AfD
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,2,18.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,SPD
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,4,17.2,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Grüne
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,101,17,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,CDU
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,5,14.8,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Linke
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,0,6.2,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Sonstige
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,3,5.5,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,FDP
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,1,27.5,INSA,Bundestag,BILD,CDU/CSU
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,4,23.5,INSA,Bundestag,BILD,Grüne
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,7,14.5,INSA,Bundestag,BILD,AfD
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,2,12,INSA,Bundestag,BILD,SPD
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,3,9,INSA,Bundestag,BILD,FDP
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,5,8,INSA,Bundestag,BILD,Linke
1373,2019-08-12,2019-08-09,2019-08-11,2060,0,5,4,0,5.5,INSA,Bundestag,BILD,Sonstige
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,1,26,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,4,22,Emnid,Bundestag,BILD am Sonntag,Grüne
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,2,14,Emnid,Bundestag,BILD am Sonntag,SPD
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,3,9,Emnid,Bundestag,BILD am Sonntag,FDP
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1372,2019-08-10,2019-08-01,2019-08-07,2388,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige
1371,2019-08-10,2019-08-05,2019-08-09,2503,0,2,63,1,26,Forsa,Bundestag,RTL / n-tv,CDU/CSU
