Poll_ID,Date,Date_Start,Date_End,n,Parliament_ID,Institute_ID,Tasker_ID,Party_ID,Pct,Institute_Name,Parliament_Name,Tasker_Name,Party_Name,Vote_Date
1395,2019-08-29,2019-08-26,2019-08-29,1653,4,6,5,0,3,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Sonstige,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,1,29,Civey,Sachsen,Spiegel Online,CDUCSU,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,7,24.9,Civey,Sachsen,Spiegel Online,AfD,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,5,15,Civey,Sachsen,Spiegel Online,Linke,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,4,10.9,Civey,Sachsen,Spiegel Online,Gruene,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,2,8.9,Civey,Sachsen,Spiegel Online,SPD,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,3,5.7,Civey,Sachsen,Spiegel Online,FDP,2019-09-01
1394,2019-08-28,2019-08-04,2019-08-28,5015,13,16,14,0,5.6,Civey,Sachsen,Spiegel Online,Sonstige,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,2,20.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,SPD,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,7,20.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,AfD,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,1,17.9,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,CDUCSU,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,5,15.5,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Linke,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,4,14.8,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Gruene,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,0,6.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Sonstige,2019-09-01
1393,2019-08-28,2019-07-31,2019-08-28,2460,4,16,86,3,4.9,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,FDP,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,2,21,INSA,Brandenburg,BILD,SPD,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,7,21,INSA,Brandenburg,BILD,AfD,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,1,17,INSA,Brandenburg,BILD,CDUCSU,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,5,15,INSA,Brandenburg,BILD,Linke,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,4,14,INSA,Brandenburg,BILD,Gruene,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,3,5,INSA,Brandenburg,BILD,FDP,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,0,5,INSA,Brandenburg,BILD,Sonstige,2019-09-01
1392,2019-08-27,2019-08-19,2019-08-26,1019,4,5,4,0,2,INSA,Brandenburg,BILD,Sonstige,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,1,29,INSA,Sachsen,BILD,CDUCSU,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,7,25,INSA,Sachsen,BILD,AfD,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,5,15,INSA,Sachsen,BILD,Linke,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,4,11,INSA,Sachsen,BILD,Gruene,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,2,8,INSA,Sachsen,BILD,SPD,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,3,5,INSA,Sachsen,BILD,FDP,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,0,4,INSA,Sachsen,BILD,Sonstige,2019-09-01
1391,2019-08-27,2019-08-19,2019-08-26,1018,13,5,4,0,3,INSA,Sachsen,BILD,Sonstige,2019-09-01
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,1,26,INSA,Bundestag,BILD,CDUCSU,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,4,24,INSA,Bundestag,BILD,Gruene,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,7,15,INSA,Bundestag,BILD,AfD,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,2,13,INSA,Bundestag,BILD,SPD,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,3,8,INSA,Bundestag,BILD,FDP,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,5,8,INSA,Bundestag,BILD,Linke,NA
1390,2019-08-26,2019-08-23,2019-08-26,2058,0,5,4,0,6,INSA,Bundestag,BILD,Sonstige,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,1,27,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,4,23,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,5,8,Emnid,Bundestag,BILD am Sonntag,Linke,NA
1389,2019-08-24,2019-08-15,2019-08-21,1555,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,1,26,Forsa,Bundestag,RTL / n-tv,CDUCSU,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,4,23,Forsa,Bundestag,RTL / n-tv,Gruene,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke,NA
1388,2019-08-24,2019-08-19,2019-08-23,2504,0,2,63,0,7,Forsa,Bundestag,RTL / n-tv,Sonstige,NA
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,1,31,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,CDUCSU,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,7,25,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,AfD,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,5,14,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Linke,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,4,10,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Gruene,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,2,9,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,SPD,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,3,5,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,FDP,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,0,3,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Sonstige,2019-09-01
1387,2019-08-23,2019-08-19,2019-08-22,1068,13,6,5,0,3,Forschungsgruppe Wahlen,Sachsen,ZDF-Politbarometer,Sonstige,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,2,21,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,SPD,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,7,20,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,AfD,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,1,18,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,CDUCSU,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,4,14,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Gruene,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,5,14,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Linke,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,3,5,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,FDP,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,0,4,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Sonstige,2019-09-01
1386,2019-08-23,2019-08-19,2019-08-22,1112,4,6,5,0,4,Forschungsgruppe Wahlen,Brandenburg,ZDF-Politbarometer,Sonstige,2019-09-01
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,1,26,Infratest dimap,Bundestag,ARD-Morgenmagazin,CDUCSU,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,4,25,Infratest dimap,Bundestag,ARD-Morgenmagazin,Gruene,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,2,14,Infratest dimap,Bundestag,ARD-Morgenmagazin,SPD,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,7,14,Infratest dimap,Bundestag,ARD-Morgenmagazin,AfD,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,0,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,Sonstige,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,3,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,FDP,NA
1385,2019-08-22,2019-08-20,2019-08-21,1063,0,1,1,5,7,Infratest dimap,Bundestag,ARD-Morgenmagazin,Linke,NA
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,2,22,Infratest dimap,Brandenburg,ARD,SPD,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,7,22,Infratest dimap,Brandenburg,ARD,AfD,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,1,18,Infratest dimap,Brandenburg,ARD,CDUCSU,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,5,15,Infratest dimap,Brandenburg,ARD,Linke,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,4,12,Infratest dimap,Brandenburg,ARD,Gruene,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,3,5,Infratest dimap,Brandenburg,ARD,FDP,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,0,4,Infratest dimap,Brandenburg,ARD,Sonstige,2019-09-01
1384,2019-08-22,2019-08-19,2019-08-21,1002,4,1,11,0,2,Infratest dimap,Brandenburg,ARD,Sonstige,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,1,30,Infratest dimap,Sachsen,ARD,CDUCSU,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,7,24,Infratest dimap,Sachsen,ARD,AfD,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,5,16,Infratest dimap,Sachsen,ARD,Linke,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,4,11,Infratest dimap,Sachsen,ARD,Gruene,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,2,7,Infratest dimap,Sachsen,ARD,SPD,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,3,5,Infratest dimap,Sachsen,ARD,FDP,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,0,4,Infratest dimap,Sachsen,ARD,Sonstige,2019-09-01
1383,2019-08-22,2019-08-19,2019-08-21,1002,13,1,11,0,3,Infratest dimap,Sachsen,ARD,Sonstige,2019-09-01
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,5,26,INSA,Thüringen,Mediengruppe Thüringen,Linke,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,1,24,INSA,Thüringen,Mediengruppe Thüringen,CDUCSU,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,7,21,INSA,Thüringen,Mediengruppe Thüringen,AfD,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,4,11,INSA,Thüringen,Mediengruppe Thüringen,Gruene,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,2,9,INSA,Thüringen,Mediengruppe Thüringen,SPD,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,3,4,INSA,Thüringen,Mediengruppe Thüringen,FDP,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,0,3,INSA,Thüringen,Mediengruppe Thüringen,Sonstige,NA
1382,2019-08-22,2019-08-12,2019-08-19,1009,16,5,80,0,2,INSA,Thüringen,Mediengruppe Thüringen,Sonstige,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,1,29.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,CDUCSU,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,4,24,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Gruene,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,2,13.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,SPD,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,7,12.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,AfD,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,5,8,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Linke,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,3,7,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,FDP,NA
1381,2019-08-21,2019-08-02,2019-08-15,1262,0,9,6,0,5.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Sonstige,NA
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,1,28,Civey,Sachsen,Spiegel Online,CDUCSU,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,7,25.2,Civey,Sachsen,Spiegel Online,AfD,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,5,15,Civey,Sachsen,Spiegel Online,Linke,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,4,11.4,Civey,Sachsen,Spiegel Online,Gruene,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,2,8.5,Civey,Sachsen,Spiegel Online,SPD,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,0,6.4,Civey,Sachsen,Spiegel Online,Sonstige,2019-09-01
1380,2019-08-20,2019-07-23,2019-08-20,5016,13,16,14,3,5.5,Civey,Sachsen,Spiegel Online,FDP,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,1,28,IM Field,Sachsen,Leipziger Volkszeitung,CDUCSU,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,7,26,IM Field,Sachsen,Leipziger Volkszeitung,AfD,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,5,16,IM Field,Sachsen,Leipziger Volkszeitung,Linke,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,4,13,IM Field,Sachsen,Leipziger Volkszeitung,Gruene,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,2,8,IM Field,Sachsen,Leipziger Volkszeitung,SPD,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,3,5,IM Field,Sachsen,Leipziger Volkszeitung,FDP,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,0,3,IM Field,Sachsen,Leipziger Volkszeitung,Sonstige,2019-09-01
1379,2019-08-20,2019-08-08,2019-08-15,700,13,20,54,0,1,IM Field,Sachsen,Leipziger Volkszeitung,Sonstige,2019-09-01
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,1,26.5,INSA,Bundestag,BILD,CDUCSU,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,4,24.5,INSA,Bundestag,BILD,Gruene,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,7,14.5,INSA,Bundestag,BILD,AfD,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,2,13,INSA,Bundestag,BILD,SPD,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,3,9,INSA,Bundestag,BILD,FDP,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,5,8,INSA,Bundestag,BILD,Linke,NA
1378,2019-08-20,2019-08-16,2019-08-19,2056,0,5,4,0,4.5,INSA,Bundestag,BILD,Sonstige,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,1,27,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,4,22,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,2,14,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP,NA
1377,2019-08-17,2019-08-08,2019-08-14,1897,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,1,29,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,CDUCSU,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,4,24,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Gruene,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,2,18,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,SPD,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,3,11,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,FDP,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,7,7,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,AfD,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,0,6,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Sonstige,NA
1376,2019-08-17,2019-08-01,2019-08-16,1505,10,2,63,5,5,Forsa,Nordrhein-Westfalen (NRW),RTL / n-tv,Linke,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,1,25,Forsa,Bundestag,RTL / n-tv,CDUCSU,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,4,24,Forsa,Bundestag,RTL / n-tv,Gruene,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,2,13,Forsa,Bundestag,RTL / n-tv,SPD,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,0,8,Forsa,Bundestag,RTL / n-tv,Sonstige,NA
1375,2019-08-17,2019-08-12,2019-08-16,2501,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke,NA
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,7,21,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,AfD,2019-09-01
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,2,18.3,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,SPD,2019-09-01
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,4,17.2,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Gruene,2019-09-01
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,1,17,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,CDUCSU,2019-09-01
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,5,14.8,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Linke,2019-09-01
1374,2019-08-14,2019-07-16,2019-08-13,2966,4,16,86,0,6.2,Civey,Brandenburg,Spiegel Online / Der Tagesspiegel,Sonstige,2019-09-01
