Poll_ID,Date,Vote_Date,Parliament_ID,Parliament_Name,Institute_ID,Institute_Name,n,Party_ID,Party_Name,Pct
1391,2019-08-27,2019-09-01,13,Sachsen,5,INSA,1018,0,Sonstige,4
1391,2019-08-27,2019-09-01,13,Sachsen,5,INSA,1018,0,Sonstige,3
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,1,CDUCSU,26
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,4,Gruene,24
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,7,AfD,15
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,2,SPD,13
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,3,FDP,8
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,5,Linke,8
1390,2019-08-26,NA,0,Bundestag,5,INSA,2058,0,Sonstige,6
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,1,CDUCSU,27
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,4,Gruene,23
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,2,SPD,15
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,7,AfD,14
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,3,FDP,8
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,5,Linke,8
1389,2019-08-24,NA,0,Bundestag,3,Emnid,1555,0,Sonstige,5
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,1,CDUCSU,26
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,4,Gruene,23
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,2,SPD,14
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,7,AfD,13
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,3,FDP,9
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,5,Linke,8
1388,2019-08-24,NA,0,Bundestag,2,Forsa,2504,0,Sonstige,7
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,1,CDUCSU,31
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,7,AfD,25
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,5,Linke,14
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,4,Gruene,10
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,2,SPD,9
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,3,FDP,5
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,0,Sonstige,3
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,0,Sonstige,3
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,2,SPD,21
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,7,AfD,20
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,1,CDUCSU,18
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,4,Gruene,14
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,5,Linke,14
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,3,FDP,5
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,0,Sonstige,4
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,0,Sonstige,4
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,1,CDUCSU,26
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,4,Gruene,25
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,2,SPD,14
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,7,AfD,14
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,0,Sonstige,7
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,3,FDP,7
1385,2019-08-22,NA,0,Bundestag,1,Infratest dimap,1063,5,Linke,7
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,2,SPD,22
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,7,AfD,22
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,1,CDUCSU,18
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,5,Linke,15
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,4,Gruene,12
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,3,FDP,5
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,0,Sonstige,4
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,0,Sonstige,2
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,1,CDUCSU,30
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,7,AfD,24
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,5,Linke,16
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,4,Gruene,11
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,2,SPD,7
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,3,FDP,5
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,0,Sonstige,4
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,0,Sonstige,3
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,5,Linke,26
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,1,CDUCSU,24
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,7,AfD,21
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,4,Gruene,11
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,2,SPD,9
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,3,FDP,4
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,0,Sonstige,3
1382,2019-08-22,NA,16,Thüringen,5,INSA,1009,0,Sonstige,2
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,1,CDUCSU,29.5
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,4,Gruene,24
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,2,SPD,13.5
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,7,AfD,12.5
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,5,Linke,8
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,3,FDP,7
1381,2019-08-21,NA,0,Bundestag,9,Allensbach,1262,0,Sonstige,5.5
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,1,CDUCSU,28
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,7,AfD,25.2
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,5,Linke,15
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,4,Gruene,11.4
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,2,SPD,8.5
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,0,Sonstige,6.4
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,3,FDP,5.5
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,1,CDUCSU,28
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,7,AfD,26
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,5,Linke,16
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,4,Gruene,13
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,2,SPD,8
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,3,FDP,5
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,0,Sonstige,3
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,0,Sonstige,1
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,1,CDUCSU,26.5
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,4,Gruene,24.5
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,7,AfD,14.5
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,2,SPD,13
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,3,FDP,9
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,5,Linke,8
1378,2019-08-20,NA,0,Bundestag,5,INSA,2056,0,Sonstige,4.5
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,1,CDUCSU,27
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,4,Gruene,22
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,2,SPD,14
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,7,AfD,14
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,5,Linke,9
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,3,FDP,8
1377,2019-08-17,NA,0,Bundestag,3,Emnid,1897,0,Sonstige,6
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,1,CDUCSU,29
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,4,Gruene,24
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,2,SPD,18
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,3,FDP,11
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,7,AfD,7
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,0,Sonstige,6
1376,2019-08-17,NA,10,Nordrhein-Westfalen (NRW),2,Forsa,1505,5,Linke,5
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,1,CDUCSU,25
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,4,Gruene,24
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,2,SPD,13
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,7,AfD,13
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,3,FDP,9
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,0,Sonstige,8
1375,2019-08-17,NA,0,Bundestag,2,Forsa,2501,5,Linke,8
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,7,AfD,21
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,2,SPD,18.3
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,4,Gruene,17.2
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,1,CDUCSU,17
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,5,Linke,14.8
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,0,Sonstige,6.2
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,3,FDP,5.5
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,1,CDUCSU,27.5
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,4,Gruene,23.5
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,7,AfD,14.5
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,2,SPD,12
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,3,FDP,9
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,5,Linke,8
1373,2019-08-12,NA,0,Bundestag,5,INSA,2060,0,Sonstige,5.5
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,1,CDUCSU,26
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,4,Gruene,22
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,2,SPD,14
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,7,AfD,14
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,3,FDP,9
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,5,Linke,9
1372,2019-08-10,NA,0,Bundestag,3,Emnid,2388,0,Sonstige,6
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,1,CDUCSU,26
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,4,Gruene,25
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,7,AfD,13
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,2,SPD,12
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,0,Sonstige,8
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,3,FDP,8
1371,2019-08-10,NA,0,Bundestag,2,Forsa,2503,5,Linke,8
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,7,AfD,21
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,1,CDUCSU,18
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,2,SPD,17
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,4,Gruene,16
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,5,Linke,14
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,0,Sonstige,5
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,3,FDP,5
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,0,Sonstige,4
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,1,CDUCSU,28
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,4,Gruene,25
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,2,SPD,13
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,7,AfD,13
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,0,Sonstige,7
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,3,FDP,7
1369,2019-08-09,NA,0,Bundestag,6,Forschungsgruppe Wahlen,1307,5,Linke,7
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,1,CDUCSU,28
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,7,AfD,25
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,5,Linke,16
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,4,Gruene,12
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,2,SPD,8
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,0,Sonstige,6
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,3,FDP,5
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,1,CDUCSU,27.5
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,4,Gruene,23.5
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,7,AfD,15
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,2,SPD,11.5
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,3,FDP,9
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,5,Linke,9
1367,2019-08-05,NA,0,Bundestag,5,INSA,2049,0,Sonstige,4.5
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,1,CDUCSU,26
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,4,Gruene,23
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,7,AfD,14
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,2,SPD,13
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,3,FDP,9
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,5,Linke,8
1366,2019-08-03,NA,0,Bundestag,3,Emnid,1419,0,Sonstige,7
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,1,CDUCSU,27
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,4,Gruene,23
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,2,SPD,13
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,7,AfD,13
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,3,FDP,9
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,5,Linke,8
1365,2019-08-03,NA,0,Bundestag,2,Forsa,2501,0,Sonstige,7
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,1,CDUCSU,26
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,4,Gruene,26
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,7,AfD,14
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,2,SPD,12
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,3,FDP,8
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,0,Sonstige,7
1364,2019-08-01,NA,0,Bundestag,1,Infratest dimap,1503,5,Linke,7
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,1,CDUCSU,26
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,4,Gruene,24
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,7,AfD,14
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,2,SPD,13
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,3,FDP,8
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,5,Linke,8
1363,2019-07-31,NA,0,Bundestag,13,YouGov,1594,0,Sonstige,7
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,5,Linke,25
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,7,AfD,24
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,1,CDUCSU,21
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,4,Gruene,11
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,2,SPD,8
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,0,Sonstige,6
1362,2019-07-30,NA,16,Thüringen,1,Infratest dimap,1001,3,FDP,5
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,1,CDUCSU,27
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,4,Gruene,24.5
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,7,AfD,14.5
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,2,SPD,12.5
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,3,FDP,9
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,5,Linke,8
1361,2019-07-30,NA,0,Bundestag,5,INSA,2036,0,Sonstige,4.5
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,4,Gruene,25
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,5,Linke,18
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,1,CDUCSU,17
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,2,SPD,16
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,7,AfD,10
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,0,Sonstige,9
1360,2019-07-29,NA,3,Berlin,2,Forsa,1001,3,FDP,5
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,1,CDUCSU,26
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,4,Gruene,23
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,2,SPD,14
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,7,AfD,13
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,3,FDP,9
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,5,Linke,8
1359,2019-07-27,NA,0,Bundestag,3,Emnid,1520,0,Sonstige,7
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,1,CDUCSU,27
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,4,Gruene,24
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,2,SPD,13
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,7,AfD,13
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,3,FDP,9
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,0,Sonstige,7
1358,2019-07-27,NA,0,Bundestag,2,Forsa,2502,5,Linke,7
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,1,CDUCSU,26
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,4,Gruene,26
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,2,SPD,13
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,7,AfD,12
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,3,FDP,9
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,5,Linke,8
1357,2019-07-26,NA,0,Bundestag,1,Infratest dimap,1046,0,Sonstige,6
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,1,CDUCSU,27.1
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,7,AfD,25.4
