Poll_ID,Date,Vote_Date,Parliament_ID,Parliament_Name,Institute_ID,Institute_Name,n,Party_ID,Party_Name,Pct,Vote_Pct,Distance,Delta,Error,is.legacypollster
1391,2019-08-27,2019-09-01,13,Sachsen,5,INSA,1018,2,SPD,8,7.7,5,1.6665605205229768,0.18001146451366676,TRUE
1391,2019-08-27,2019-09-01,13,Sachsen,5,INSA,1018,3,FDP,5,4.5,5,1.3388409496309277,0.3734573551382879,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,1,CDUCSU,31,32.1,9,2.7738044291615,0.39656725197908893,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,7,AfD,25,27.5,9,2.5969948060155823,0.9626511359241431,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,5,Linke,14,10.4,9,2.081055623803289,1.729891291142292,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,4,Gruene,10,8.6,9,1.7992507804045876,0.7781016494461045,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,2,SPD,9,7.7,9,1.7163758526079684,0.7574098633610458,TRUE
1387,2019-08-23,2019-09-01,13,Sachsen,6,Forschungsgruppe Wahlen,1068,3,FDP,5,4.5,9,1.307125387645048,0.38251877342908425,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,2,SPD,21,26.2,9,2.3940150195161816,2.172083281687553,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,7,AfD,20,23.5,9,2.3510597641039435,1.4886903571904522,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,1,CDUCSU,18,15.6,9,2.2581191638780673,1.0628314211187457,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,4,Gruene,14,10.8,9,2.039468120816635,1.5690365381728393,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,5,Linke,14,10.7,9,2.039468120816635,1.6180689299907411,TRUE
1386,2019-08-23,2019-09-01,4,Brandenburg,6,Forschungsgruppe Wahlen,1112,3,FDP,5,4.1,9,1.281003990244208,0.7025739239332316,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,2,SPD,22,26.2,10,2.5649615094402836,1.6374514722899323,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,7,AfD,22,23.5,10,2.5649615094402836,0.5848040972464045,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,1,CDUCSU,18,15.6,10,2.3788408589763477,1.0088947274231526,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,5,Linke,15,10.7,10,2.2109417615699183,1.944872576357104,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,4,Gruene,12,10.8,10,2.0121213520385246,0.5963855006976855,TRUE
1384,2019-08-22,2019-09-01,4,Brandenburg,1,Infratest dimap,1002,3,FDP,5,4.1,10,1.3494879638111108,0.6669196199855654,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,1,CDUCSU,30,32.1,10,2.8374737857872696,0.7400949430859137,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,7,AfD,24,27.5,10,2.644445540291738,1.323528863299592,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,5,Linke,16,10.4,10,2.2699790286298156,2.4669831436197107,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,4,Gruene,11,8.6,10,1.9373743987361463,1.2387899837871552,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,2,SPD,7,7.7,10,1.5798385424970747,0.4430832526047809,TRUE
1383,2019-08-22,2019-09-01,13,Sachsen,1,Infratest dimap,1002,3,FDP,5,4.5,10,1.3494879638111108,0.3705108999919806,TRUE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,1,CDUCSU,28,32.1,12,1.2425748848651366,3.2995999274884724,FALSE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,7,AfD,25.2,27.5,12,1.2015127307295845,1.9142535415362523,FALSE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,5,Linke,15,10.4,12,0.9881716721240883,4.655061594826168,FALSE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,4,Gruene,11.4,8.6,12,0.879521770881509,3.183548256223009,FALSE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,2,SPD,8.5,7.7,12,0.7717867481947299,1.0365557608643359,FALSE
1380,2019-08-20,2019-09-01,13,Sachsen,16,Civey,5016,3,FDP,5.5,4.5,12,0.6309203803300298,1.584986047648211,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,1,CDUCSU,28,32.1,12,3.3262302987015193,1.2326266168643052,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,7,AfD,26,27.5,12,3.2494479531144984,0.46161687204815666,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,5,Linke,16,10.4,12,2.7158556662679993,2.0619652471058063,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,4,Gruene,13,8.6,12,2.4913707070606734,1.7660960641185082,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,2,SPD,8,7.7,12,2.0097681458317527,0.1492709497969694,FALSE
1379,2019-08-20,2019-09-01,13,Sachsen,20,IM Field,700,3,FDP,5,4.5,12,1.6145587632539113,0.3096821319729,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,7,AfD,21,23.5,18,1.4658640399715541,1.705478770083284,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,2,SPD,18.3,26.2,18,1.3915764521765202,5.67701471783592,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,4,Gruene,17.2,10.8,18,1.3581567295255343,4.712269107730894,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,1,CDUCSU,17,15.6,18,1.3518671187197568,1.0356047429615909,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,5,Linke,14.8,10.7,18,1.2779714539405744,3.2082093753798753,FALSE
1374,2019-08-14,2019-09-01,4,Brandenburg,16,Civey,2966,3,FDP,5.5,4.1,18,0.8204795236232881,1.70631924343159,FALSE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,7,AfD,21,23.5,23,2.513238368347656,0.994732545661254,TRUE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,1,CDUCSU,18,15.6,23,2.3705748195792076,1.0124126773716495,TRUE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,2,SPD,17,26.2,23,2.3177895214211137,3.9692991598129126,TRUE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,4,Gruene,16,10.8,23,2.2620912642968074,2.298757827357805,TRUE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,5,Linke,14,10.7,23,2.1410348266295056,1.5413107526116143,TRUE
1370,2019-08-09,2019-09-01,4,Brandenburg,2,Forsa,1009,3,FDP,5,4.1,23,1.344798738538753,0.669245125094282,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,1,CDUCSU,28,32.1,26,2.7677429770380813,1.4813514238911172,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,7,AfD,25,27.5,26,2.669200082443932,0.9366101913615215,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,5,Linke,16,10.4,26,2.259852677638319,2.478037641751202,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,4,Gruene,12,8.6,26,2.0031453012507225,1.6973306918260551,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,2,SPD,8,7.7,26,1.67232006553249,0.17939149698863158,TRUE
1368,2019-08-06,2019-09-01,13,Sachsen,5,INSA,1011,3,FDP,5,4.5,26,1.343467913137515,0.3721711513245653,TRUE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,1,CDUCSU,27.1,32.1,38,1.2296906846505418,4.06606316727602,FALSE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,7,AfD,25.4,27.5,38,1.204297391185259,1.7437553343308332,FALSE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,5,Linke,15,10.4,38,0.9878762987287215,4.656453450618917,FALSE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,4,Gruene,10.8,8.6,38,0.8587006239116614,2.5620104827434313,FALSE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,2,SPD,8.7,7.7,38,0.7797268484277016,1.2825004064134415,FALSE
1356,2019-07-25,2019-09-01,13,Sachsen,16,Civey,5019,3,FDP,5.6,4.5,38,0.636103059113152,1.729279531423112,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,7,AfD,21.3,23.5,46,1.4744861996657432,1.4920451615611767,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,2,SPD,17.3,26.2,46,1.362195215648917,6.533571618631954,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,5,Linke,16.7,10.7,46,1.3432111262352366,4.466907608796281,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,1,CDUCSU,16.4,15.6,46,1.33348644990732,0.5999311054533779,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,4,Gruene,14.8,10.8,46,1.278834073987457,3.127849094236155,FALSE
1348,2019-07-17,2019-09-01,4,Brandenburg,16,Civey,2962,3,FDP,5.2,4.1,46,0.79959373884357,1.375698616138365,FALSE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,2,SPD,19,26.2,61,2.4302913578244243,2.962607745289181,TRUE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,7,AfD,19,23.5,61,2.4302913578244243,1.8516298408057381,TRUE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,1,CDUCSU,18,15.6,61,2.380028794560491,1.008391161268785,TRUE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,4,Gruene,16,10.8,61,2.2711126012490985,2.2896266777525827,TRUE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,5,Linke,16,10.7,61,2.2711126012490985,2.333657960017056,TRUE
1338,2019-07-02,2019-09-01,4,Brandenburg,5,INSA,1001,3,FDP,6,4.1,61,1.4712232672500463,1.2914423271400588,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,7,AfD,26,27.5,61,2.7186832106738734,0.551737692023411,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,1,CDUCSU,26,32.1,61,2.7186832106738734,2.2437332808952055,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,5,Linke,15,10.4,61,2.213151598964698,2.0784839150430807,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,4,Gruene,12,8.6,61,2.0141324683346924,1.6880716901461594,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,2,SPD,9,7.7,61,1.7737729279702068,0.7329010266763049,TRUE
1337,2019-07-02,2019-09-01,13,Sachsen,1,Infratest dimap,1000,3,FDP,5,4.5,61,1.3508367777048418,0.3701409439336794,TRUE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,7,AfD,24,27.5,78,3.1548750155333196,1.1093941860667778,FALSE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,1,CDUCSU,24,32.1,78,3.1548750155333196,2.567455116325972,FALSE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,5,Linke,15,10.4,78,2.6376965674273793,1.7439458567012167,FALSE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,4,Gruene,14,8.6,78,2.563202896945361,2.10673919198333,FALSE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,2,SPD,8,7.7,78,2.004050443930537,0.14969683069035472,FALSE
1319,2019-06-15,2019-09-01,13,Sachsen,20,IM Field,704,3,FDP,6,4.5,78,1.7543219358331739,0.8550312057106043,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,2,SPD,21.4,26.2,80,1.4659107072157442,3.2744149942917122,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,7,AfD,19.6,23.5,80,1.4188791840776929,2.7486484006283427,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,5,Linke,19.5,10.7,80,1.4161348258652027,6.214097583980782,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,1,CDUCSU,16.3,15.6,80,1.3202187260208371,0.5302151728371659,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,4,Gruene,12,10.8,80,1.1615056224319955,1.0331417918472088,FALSE
1317,2019-06-13,2019-09-01,4,Brandenburg,16,Civey,3007,3,FDP,4.3,4.1,80,0.7250693614974876,0.2758356794816701,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,1,CDUCSU,29.7,32.1,80,1.2664368277779392,1.895080707824161,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,7,AfD,23.5,27.5,80,1.1751472613178502,3.4038287214440373,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,5,Linke,16.6,10.4,80,1.0312517853322969,6.012110803766701,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,4,Gruene,10.6,8.6,80,0.8531970322058364,2.344124422033261,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,2,SPD,10.3,7.7,80,0.8424467863802578,3.0862483447428457,FALSE
1316,2019-06-13,2019-09-01,13,Sachsen,16,Civey,5001,3,FDP,4.6,4.5,80,0.580604967576342,0.17223414470157966,FALSE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,7,AfD,25,27.5,80,2.6104730484002014,0.9576808316531352,TRUE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,1,CDUCSU,24,32.1,80,2.57472585822901,3.145965996384359,TRUE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,4,Gruene,16,8.6,80,2.2101319968971556,3.348216310333046,TRUE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,5,Linke,16,10.4,80,2.2101319968971556,2.5337853159277097,TRUE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,2,SPD,7,7.7,80,1.5381867711842923,0.45508127693820366,TRUE
1315,2019-06-13,2019-09-01,13,Sachsen,5,INSA,1057,3,FDP,6,4.5,80,1.4317201250790221,1.0476907977508587,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,7,AfD,21,23.5,82,2.524522608336079,0.9902862393645815,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,2,SPD,18,26.2,82,2.381218511602831,3.4436150903599634,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,4,Gruene,17,10.8,82,2.3281962116625823,2.66300579347328,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,1,CDUCSU,17,15.6,82,2.3281962116625823,0.6013238888488054,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,5,Linke,14,10.7,82,2.1506479023773277,1.5344213231520503,TRUE
1313,2019-06-11,2019-09-01,4,Brandenburg,1,Infratest dimap,1000,3,FDP,5,4.1,82,1.3508367777048418,0.6662536990806232,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,7,AfD,20,23.5,94,1.7482761275610614,2.0019720825695235,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,1,CDUCSU,20,15.6,94,1.7482761275610614,2.516764903801687,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,2,SPD,19,26.2,94,1.7146257672247402,4.199167035529729,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,5,Linke,18,10.7,94,1.6791643869167212,4.347400443267052,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,4,Gruene,12,10.8,94,1.4203062402214301,0.8448882121456536,TRUE
1304,2019-05-30,2019-09-01,4,Brandenburg,5,INSA,2011,3,FDP,5,4.1,94,0.9525698706804112,0.9448125829941895,TRUE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,1,CDUCSU,27,28.9,2,1.9116329513116634,0.9939146522329598,FALSE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,4,Gruene,18,20.5,2,1.6542623080345462,1.5112476345848,FALSE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,2,SPD,17,15.8,2,1.6174270525344476,0.7419190856982664,FALSE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,7,AfD,12,11,2,1.399243038603759,0.7146721280084798,FALSE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,5,Linke,7,5.5,2,1.0986305972387576,1.3653360863697261,FALSE
1298,2019-05-24,2019-05-26,17,Europäisches Parlament,17,Ipsos,2072,3,FDP,6,5.4,2,1.0225881314031011,0.5867464931132488,FALSE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,1,CDUCSU,28,28.9,3,2.086475844636825,0.4313493502996455,TRUE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,4,Gruene,18.5,20.5,3,1.8043997817090287,1.1084018188617322,TRUE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,2,SPD,17.5,15.8,3,1.7656885304348768,0.9627972151924785,TRUE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,7,AfD,12,11,3,1.5100803503185558,0.662216417682044,TRUE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,5,Linke,6.5,5.5,3,1.1455936061760834,0.8729098998186056,TRUE
1296,2019-05-23,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1779,3,FDP,5.5,5.4,3,1.059413118260926,0.09439188384239956,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,1,CDUCSU,28,28.9,3,1.641278992260238,0.5483528420482557,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,4,Gruene,18,20.5,3,1.404366061531896,1.7801626431166928,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,2,SPD,15.5,15.8,3,1.3229132016615583,0.22677224750891092,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,7,AfD,12,11,3,1.1878705243454337,0.8418425910105327,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,3,FDP,8,5.4,3,0.9916902742288038,2.6217863253947016,TRUE
1293,2019-05-23,2019-05-26,17,Europäisches Parlament,5,INSA,2875,5,Linke,7,5.5,3,0.932669212995457,1.608287246002733,TRUE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,1,CDUCSU,29.1,28.9,4,1.2524229992648932,0.15969045611378294,FALSE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,4,Gruene,18.1,20.5,4,1.0616042794520006,2.2607293946091445,FALSE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,2,SPD,15.9,15.8,4,1.0082726394267496,0.09917952356304575,FALSE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,7,AfD,12.3,11,4,0.9055944966927166,1.4355210911149259,FALSE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,5,Linke,7.2,5.5,4,0.7127244517152671,2.3852135224331392,FALSE
1292,2019-05-22,2019-05-26,17,Europäisches Parlament,16,Civey,5053,3,FDP,6.3,5.4,4,0.6699177615522833,1.3434484822653259,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,1,CDUCSU,29.6,28.9,9,1.2583015275271725,0.5563054519814898,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,4,Gruene,19,20.5,9,1.0813638540334731,1.3871371734916231,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,2,SPD,17.2,15.8,9,1.0402361221729506,1.3458482840179946,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,7,AfD,11.4,11,9,0.876035741424495,0.45660237486380695,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,3,FDP,7,5.4,9,0.7033039118368839,2.274976682301015,FALSE
1287,2019-05-17,2019-05-26,17,Europäisches Parlament,16,Civey,5056,5,Linke,6.5,5.5,9,0.6795399947246518,1.4715837298218157,FALSE
1286,2019-05-17,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1313,1,CDUCSU,30,28.9,9,2.478753586989119,0.4437714203516875,TRUE
1286,2019-05-17,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1313,4,Gruene,19,20.5,9,2.1219884623325966,0.7068841450490849,TRUE
1286,2019-05-17,2019-05-26,17,Europäisches Parlament,6,Forschungsgruppe Wahlen,1313,2,SPD,17,15.8,9,2.0318292832077534,0.5906007999380232,TRUE
